Security Code,Type,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
500252,BSE,"Lakshmi Machine Works Ltd.,",LAXMIMACH,LAKSHMI MACHINE WORKS LTD.,Active,A ,10,INE269B01029,Industrial Machinery,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Machinery
500253,BSE,Lic Housing Finance Ltd.,LICHSGFIN,LIC HOUSING FINANCE LTD.,Active,A ,2,INE115A01026,Housing Finance Company,Equity,Financial Services,Financial Services,Finance,Housing Finance Company
500257,BSE,Lupin Ltd,LUPIN,LUPIN LTD.,Active,A ,2,INE326A01037,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
500259,BSE,"Lyka Labs Ltd.,",LYKALABS,LYKA LABS LTD.,Active,B ,10,INE933A01014,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
500260,BSE,The Ramco Cements Limited,RAMCOCEM,The Ramco Cements Limited,Active,A ,1,INE331A01037,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
500264,BSE,"Mafatlal Industries Ltd.,",MAFATIND,MAFATLAL INDUSTRIES LTD.-$,Active,X ,10,INE270B01027,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
500265,BSE,Maharashtra Seamless Ltd.,MAHSEAMLES,MAHARASHTRA SEAMLESS LTD.,Active,A ,5,INE271B01025,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
500266,BSE,"Maharashtra Scooters Ltd.,",MAHSCOOTER,MAHARASHTRA SCOOTERS LTD.,Active,A ,10,INE288A01013,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
500267,BSE,"Majestic Auto Ltd.,",MAJESAUT,MAJESTIC AUTO LTD.-$,Active,X ,10,INE201B01022,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
500268,BSE,"Manali Petrochemicals Ltd.,",MANALIPETC,MANALI PETROCHEMICAL LTD.,Active,A ,5,INE201A01024,Petrochemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals
500270,BSE,"Baroda Rayon Corpn. Ltd.,",BARODARY,BARODA RAYON CORPORATION LTD.,Active,XT,10,INE461A01024,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
500271,BSE,Max Financial Services Limited,MFSL,Max Financial Services Ltd,Active,A ,2,INE180A01020,Life Insurance,Equity,Financial Services,Financial Services,Insurance,Life Insurance
500277,BSE,Mid India Industries Limited,MIDINDIA,MID INDIA INDUSTRIES LTD.,Active,XT,10,INE401C01018,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
500279,BSE,Mirc Electronics Ltd,MIRCELECTR,MIRC ELECTRONICS LTD.,Active,B ,1,INE831A01028,Consumer Electronics,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics
500280,BSE,"Century Enka Ltd.,",CENTENKA,CENTURY ENKA LTD.,Active,A ,10,INE485A01015,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
500284,BSE,Lords Chloro Alkali Ltd,LORDSCHLO,LORDS CHLORO ALKALI LTD.,Active,X ,10,INE846D01012,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
500285,BSE,SpiceJet Limited,SPICEJET,SPICEJET LTD.,Active,A ,10,INE285B01017,Airline,Equity,Services,Services,Transport Services,Airline
500288,BSE,Morepen Laboratories Ltd.,MOREPENLAB,MOREPEN LABORATORIES LTD.,Active,A ,2,INE083A01026,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
500290,BSE,"M.R.F. Ltd.,",MRF,MRF LTD.,Active,A ,10,INE883A01011,Tyres & Rubber Products,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products
500292,BSE,HeidelbergCement  India Limited,HEIDELBERG,HEIDELBERGCEMENT INDIA LTD.,Active,A ,10,INE578A01017,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
500294,BSE,NCC Limited,NCC,NCC Limited,Active,A ,2,INE868B01028,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
500295,BSE,Vedanta Limited,VEDL,Vedanta Limited,Active,A ,1,INE205A01025,Diversified Metals,Equity,Commodities,Metals & Mining,Diversified Metals,Diversified Metals
500296,BSE,"Nahar Spinning Mills Ltd.,",NAHARSPING,NAHAR SPINNING MILLS LTD.,Active,B ,5,INE290A01027,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
500298,BSE,National Peroxide Ltd.,NATPEROX,NATIONAL PEROXIDE LTD.,Active,X ,10,INE585A01020,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
500300,BSE,"Grasim Industries Ltd.,",GRASIM,GRASIM INDUSTRIES LTD.,Active,A ,2,INE047A01021,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
500302,BSE,Piramal Enterprises Limited,PEL,PIRAMAL ENTERPRISES LTD.,Active,A ,2,INE140A01024,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
500304,BSE,"NIIT Ltd.,",NIITLTD,NIIT LTD.,Active,A ,2,INE161A01038,Education,Equity,Consumer Discretionary,Consumer Services,Other Consumer Services,Education
500306,BSE,Jaykay Enterprises Limited,JAYKAY,JAYKAY ENTERPRISES LTD.,Active,X ,1,INE903A01025,Depositories- Clearing Houses and Other Intermediaries,Equity,Financial Services,Financial Services,Capital Markets,"Depositories, Clearing Houses and Other Intermediaries"
500307,BSE,"Nirlon Limited,",NIRLON,NIRLON LTD.,Active,B ,10,INE910A01012,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
500312,BSE,Oil And Natural Gas Corporation Ltd,ONGC,Oil and Natural Gas Corporation Ltd,Active,A ,5,INE213A01029,Oil Exploration & Production,Equity,Energy,"Oil, Gas & Consumable Fuels",Oil,Oil Exploration & Production
500313,BSE,Oil Country Tubular Ltd.,OILCOUNTUB,OIL COUNTRY TUBULAR LTD.,Active,T ,10,INE591A01010,Oil Equipment & Services,Equity,Energy,"Oil, Gas & Consumable Fuels",Oil,Oil Equipment & Services
500314,BSE,"Oriental Hotels Ltd.,",ORIENTHOT,ORIENTAL HOTELS LTD.,Active,B ,1,INE750A01020,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
500317,BSE,"Oswal Agro Mills Ltd.,",OSWALAGRO,OSWAL AGRO MILLS LTD.,Active,B ,10,INE142A01012,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
500319,BSE,Indian Sucrose Ltd.,INDSUCR,INDIAN SUCROSE LTD.,Active,X ,10,INE557C01017,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
500325,BSE,Reliance Industries Ltd,RELIANCE,RELIANCE INDUSTRIES LTD.,Active,A ,10,INE002A01018,Refineries & Marketing,Equity,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Refineries & Marketing
500327,BSE,Pil Italica Lifestyle Limited,PILITA,Pil Italica Lifestyle Ltd,Active,B ,1,INE600A01035,Plastic Products - Consumer,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Plastic Products - Consumer
500330,BSE,Raymond Limited,RAYMOND,RAYMOND LTD.,Active,A ,10,INE301A01014,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
500331,BSE,Pidilite Industries Ltd.,PIDILITIND,PIDILITE INDUSTRIES LTD.,Active,A ,1,INE318A01026,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
500333,BSE,"Pix Transmissions Ltd.,",PIXTRANS,PIX TRANSMISSIONS LTD.,Active,B ,10,INE751B01018,Rubber,Equity,Industrials,Capital Goods,Industrial Products,Rubber
500335,BSE,Birla Corporation Ltd.,BIRLACORPN,BIRLA CORPORATION LTD.,Active,A ,10,INE340A01012,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
500336,BSE,"Surya Roshni Ltd.,",SURYAROSNI,SURYA ROSHNI LTD.,Active,A ,10,INE335A01012,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
500337,BSE,Prime Securities Ltd.,PRIMESECU,PRIME SECURITIES LTD.,Active,B ,5,INE032B01021,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
500338,BSE,PRISM JOHNSON LIMITED.,PRSMJOHNSN,Prism Johnson Ltd,Active,A ,10,INE010A01011,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
500339,BSE,Rain Industries Limited,RAIN,Rain Industries Ltd,Active,A ,2,INE855B01025,Petrochemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals
500343,BSE,AMJ LAND HOLDINGS LIMITED,AMJLAND,AMJ Land Holdings Ltd,Active,B ,2,INE606A01024,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
500346,BSE,Punjab Communications Limited,PUNJCOMMU,PUNJAB COMMUNICATIONS LTD.-$,Active,B ,10,INE609A01010,Telecom -  Equipment & Accessories,Equity,Telecommunication,Telecommunication,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories
500350,BSE,RSWM Limited,RSWM,RSWM LTD.,Active,B ,10,INE611A01016,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
500354,BSE,"Rajshree Sugars & Chemicals Ltd.,",RAJSREESUG,RAJSHREE SUGARS & CHEMICALS LTD.,Active,B ,10,INE562B01019,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
500355,BSE,Rallis India Ltd,RALLIS,RALLIS INDIA LTD.,Active,A ,1,INE613A01020,Pesticides & Agrochemicals,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
500356,BSE,Shree Rama Newsprint Limited,RAMANEWS,SHREE RAMA NEWSPRINT LTD.,Active,B ,10,INE278B01020,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
500357,BSE,"Rama Paper Mills Limited,",RAMAPPR-B,RAMA PAPER MILLS LTD.,Active,X ,10,INE425E01013,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
500358,BSE,Rama Petrochemicals Ltd,RAMAPETRO,RAMA PETROCHEMICALS LTD.,Active,X ,10,INE783A01013,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
500360,BSE,"Rapicut Carbides Ltd.,",RAPICUT,RAPICUT CARBIDES LTD.,Active,X ,10,INE350D01015,Industrial Machinery,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Machinery
500365,BSE,WELSPUN SPECIALTY SOLUTIONS LIMITED,WELSPLSOL,Welspun Specialty Solutions Ltd,Active,X ,6,INE731F01037,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
500366,BSE,"Rolta India Ltd.,",ROLTA,ROLTA INDIA LTD.,Active,T ,10,INE293A01013,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services
500367,BSE,Rubfila International Ltd.,RUBFILA,RUBFILA INTERNATIONAL LTD.,Active,X ,5,INE642C01025,Tyres & Rubber Products,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products
500368,BSE,Patanjali Foods Limited,PATANJALI,Patanjali Foods Ltd,Active,T ,2,INE619A01035,Edible Oil,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
500370,BSE,Salora International Limited,SALORAINTL,SALORA INTERNATIONAL LTD.,Active,X ,10,INE924A01013,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
500378,BSE,Jindal Saw Ltd.,JINDALSAW,JINDAL SAW LTD.,Active,A ,2,INE324A01024,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
500380,BSE,JK Lakshmi Cement Limited,JKLAKSHMI,JK LAKSHMI CEMENT LTD.,Active,A ,5,INE786A01032,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
500387,BSE,"Shree Cements Ltd.,",SHREECEM,SHREE CEMENT LTD.,Active,A ,10,INE070A01015,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
500388,BSE,Shree Krishna Paper Mills & Industr,SKPMIL,SHREE KRISHNA PAPER MILLS & INDUSTRIES LTD.,Active,XT,10,INE970C01012,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
500390,BSE,Reliance Infrastructure Ltd,RELINFRA,RELIANCE INFRASTRUCTURE LTD.,Active,T ,10,INE036A01016,Electric Utilities,Equity,Utilities,Power,Power,Electric Utilities
500400,BSE,Tata Power Co. Ltd,TATAPOWER,TATA POWER CO.LTD.,Active,A ,1,INE245A01021,Electric Utilities,Equity,Utilities,Power,Power,Electric Utilities
500402,BSE,SPML Infra Limited,SPMLINFRA,SPML Infra Limited,Active,B ,2,INE937A01023,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
500403,BSE,"Sundram Fasteners Ltd.,",SUNDRMFAST,SUNDRAM FASTENERS LTD.,Active,A ,1,INE387A01021,Fastener,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Fastener
500404,BSE,"Sunflag Iron & Steel Co. Ltd.,",SUNFLAG,SUNFLAG IRON & STEEL CO.LTD.,Active,B ,10,INE947A01014,Iron & Steel,Equity,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel
500405,BSE,Supreme Petrochem Ltd.,SPLPETRO,SUPREME PETROCHEM LTD.,Active,A ,4,INE663A01025,Petrochemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals
500407,BSE,Swaraj Engines Ltd.,SWARAJENG,SWARAJ ENGINES LTD.,Active,B ,10,INE277A01016,Diesel Engines,Equity,Industrials,Capital Goods,Industrial Products,Diesel Engines
500408,BSE,Tata Elxsi Ltd,TATAELXSI,TATA ELXSI LTD.,Active,A ,10,INE670A01012,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
500410,BSE,ACC Ltd,ACC,ACC LTD.,Active,A ,10,INE012A01025,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
500411,BSE,Thermax Ltd.,THERMAX,THERMAX LTD.,Active,A ,2,INE152A01029,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
500412,BSE,"Thirumalai Chemicals Ltd.,",TIRUMALCHM,THIRUMALAI CHEMICALS LTD.,Active,A ,1,INE338A01024,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
500413,BSE,"Thomas Cook (India) Ltd.,",THOMASCOOK,THOMAS COOK (INDIA) LTD.,Active,A ,1,INE332A01027,Tour- Travel Related Services,Equity,Consumer Discretionary,Consumer Services,Leisure Services,"Tour, Travel Related Services"
500414,BSE,Timex Group India Ltd,TIMEX,TIMEX GROUP INDIA LTD.-$,Active,XT,1,INE064A01026,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
500418,BSE,Tokyo Plast International Ltd.,TOKYOPLAST,TOKYO PLAST INTERNATIONAL LTD.,Active,B ,10,INE932C01012,Plastic Products - Consumer,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Plastic Products - Consumer
500420,BSE,Torrent Pharmaceuticals Ltd.,TORNTPHARM,TORRENT PHARMACEUTICALS LTD.,Active,A ,5,INE685A01028,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
500422,BSE,Transchem Limited.,TRANSCHEM,TRANSCHEM LTD.-$,Active,X ,10,INE019B01010,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
500425,BSE,Ambuja Cements Ltd.,AMBUJACEM,AMBUJA CEMENTS LTD.,Active,A ,2,INE079A01024,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
500426,BSE,UTL Industries Limited,UTLINDS,UTL Industries Limited,Active,X ,1,INE184E01024,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
500429,BSE,Uniphos Enterprises Limited.,UNIPHOS,UNIPHOS ENTERPRISES LTD.,Active,B ,2,INE037A01022,Trading - Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Trading - Chemicals
500439,BSE,Vardhman Holdings Limited,VHL,VARDHMAN HOLDINGS LTD.,Active,B ,10,INE701A01023,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
500440,BSE,Hindalco Industries Ltd.,HINDALCO,HINDALCO INDUSTRIES LTD.,Active,A ,1,INE038A01020,Aluminium,Equity,Commodities,Metals & Mining,Non - Ferrous Metals,Aluminium
500444,BSE,West Coast Paper Mills Limited,WSTCSTPAPR,WEST COAST PAPER MILLS LTD.,Active,A ,2,INE976A01021,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
500449,BSE,"Hindustan Organic Chemicals Ltd.,",HOCL,HINDUSTAN ORGANIC CHEMICALS LTD.,Active,B ,10,INE048A01011,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
500450,BSE,MPIL CORPORATION LIMITED,MPILCORPL,MPIL CORPORATION LTD.,Active,X ,10,INE844C01027,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
500456,BSE,Pasupati Acrylon Ltd.,PASUPTAC,PASUPATI ACRYLON LTD.,Active,B ,10,INE818B01023,Petrochemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals
500458,BSE,Kore Foods Limited,KORE,Kore Foods Ltd,Active,XT,10,INE601A01017,Other Food Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Other Food Products
500459,BSE,Procter & Gamble Hygiene & Health Care Ltd.,PGHH,PROCTER & GAMBLE HYGIENE & HEALTH CARE LTD.,Active,A ,10,INE179A01014,Personal Care,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care
500460,BSE,"Mukand Ltd.,",MUKANDLTD,MUKAND LTD.,Active,B ,10,INE304A01026,Iron & Steel,Equity,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel
500463,BSE,BLACK BOX LIMITED,BBOX,Black Box Ltd,Active,B ,2,INE676A01027,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services
500464,BSE,"Ucal Fuel Systems Ltd.,",UCALFUEL,UCAL FUEL SYSTEMS LTD.,Active,B ,10,INE139B01016,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
500467,BSE,"Harrisons Malayalam Ltd.,",HARRMALAYA,HARRISONS MALAYALAM LTD.,Active,B ,10,INE544A01019,Tea & Coffee,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
500469,BSE,Federal Bank Ltd.,FEDERALBNK,FEDERAL BANK LTD.,Active,A ,2,INE171A01029,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank
500470,BSE,TATA STEEL LIMITED,TATASTEEL,TATA STEEL LTD.,Active,A ,1,INE081A01020,Iron & Steel,Equity,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel
500472,BSE,SKF India Ltd.,SKFINDIA,SKF India Ltd,Active,A ,10,INE640A01023,Bearings,Equity,Industrials,Capital Goods,Industrial Products,Bearings
500477,BSE,"Ashok Leyland Ltd.,",ASHOKLEY,ASHOK LEYLAND LTD.,Active,A ,1,INE208A01029,Commercial Vehicles,Equity,Industrials,Capital Goods,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles
500480,BSE,"Cummins India Ltd.,",CUMMINSIND,CUMMINS INDIA LTD.,Active,A ,2,INE298A01020,Diesel Engines,Equity,Industrials,Capital Goods,Industrial Products,Diesel Engines
500483,BSE,Tata Communications Limited,TATACOMM,TATA COMMUNICATIONS LTD.,Active,A ,10,INE151A01013,Telecom - Cellular & Fixed line services,Equity,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services
500488,BSE,Abbott India Ltd.,ABBOTINDIA,ABBOTT INDIA LTD.,Active,A ,10,INE358A01014,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
